(u'male', 0.47856622574552077)
(u'figured', 0.47846841696384601)
(u'whoever', 0.47833021159971345)
(u'car', 0.47697638334331938)
(u'crying', 0.47619508011198519)
(u'groupon', 0.47612623019682765)
(u'department', 0.47611503809604017)
(u'approximately', 0.47557735798193335)
(u'15', 0.47415045221425611)
(u'suppose', 0.47367983464308416)
(u'gum', 0.47220395298785611)
(u'pushing', 0.47217244988007323)
(u'pharmacy', 0.47199558891773918)
(u'impossible', 0.47114505777484617)
(u'replaced', 0.47084884002525484)
(u'realized', 0.47014808419892873)
(u'mechanic', 0.47013822209848932)
(u'rented', 0.46983461439917562)
(u'cleaning', 0.46929448043790956)
(u'denny', 0.46922335748768162)
(u'why', 0.46911687332492313)
(u'joking', 0.468987841707035)
(u'business', 0.46855141193802208)
(u'brakes', 0.46776459996429054)
(u'upsell', 0.46773879567690635)
(u'500', 0.46768107902516398)
(u'manicure', 0.46692527652068705)
(u'rid', 0.46682992032036097)
(u'then', 0.46636511370838374)
(u'sigh', 0.465073106645983)
(u'generic', 0.46500119705619625)
(u'temp', 0.46445439986642789)
(u'danny', 0.46429727936122411)
(u'killed', 0.46323304807106602)
(u'washed', 0.46297369036638614)
(u'assume', 0.46204300944086896)
(u'250', 0.4619081661189739)
(u'1000', 0.46153253878613043)
(u'explained', 0.46134606506685572)
(u'grumpy', 0.46101967205785677)
(u'battery', 0.46061743677352851)
(u'dull', 0.45962481034276692)
(u'smallest', 0.45958818439194538)
(u'drenched', 0.45903588747592572)
(u'sheet', 0.45723415189294059)
(u'pulling', 0.45723415189293881)
(u'language', 0.45719699029572958)
(u'reached', 0.45577031617171571)
(u'touching', 0.45497899192129587)
